Tags	Traveler Usefulness (1-10)	English	Romanji	Japanese
Constitution; Government	1	That country is prohibited by its constitution from exercising military force overseas.	Sono kuni wa kaigai de no gunjiryoku koshi o kenpo ni yori kinshi sarete imasu.	その国は海外での軍事力行使を憲法により禁止されています。
Holidays & Events; Children's Day / Boys' Festival	1	Today is Boys' Festival.	Kyo wa tango no sekku da.	今日は端午の節句だ。
Holidays & Events; Tanabata (Star Festival)	1	We write our wishes in the Star Festival.	Tanabata ni negaigoto o kaku shukan ga arimasu.	七夕に願い事を書く習慣があります。
Taking Leave; Work	3	Please give me a week off.	I-sshukan no o-yasumi o kudasai.	一週間の御休みをください。
Holidays & Events; O-bon	1	O-bon is a period of honoring one's ancestors, so it's important to clean the family graves before welcoming their spirits.	O-bon wa sosen o matsuru kikan nanode, sosen no rei o mukaeru mae ni o-haka o soji suru no wa taisetsu na koto desu.	お盆は祖先を祭る期間なので、祖先の霊を迎える前にお墓を掃除するのは大切なことです。
Holidays & Events; Respect for the Aged Day	1	Japanese people show appreciation for their grandparents on Respect for the Aged Day.	Keiro no hi ni wa, sofubo ni kansha no kimochi o tsutaemasu.	敬老の日には、祖父母に感謝の気持ちを伝えます。
Desires; Food	8	I want to eat buckwheat noodles.	Soba ga tabetai desu.	そばが食べたいです。
Olympics; Sports	1	She gave a great performance at the Olympics.	Kanojo wa Orinpikku de katsuyaku shita.	彼女はオリンピックで活躍した。
Traditional; Clothing	7	I like kimonos.	Watashi wa kimono ga suki desu.	私は着物が好きです。
Farming; Food	1	It's about time to harvest crops.	Sorosoro shukaku no jiki da.	そろそろ収穫の時期だ。
Holidays & Events; Labor Thanksgiving Day	1	Labour Thanksgiving Day is the day for rewarding daily hard work.	Kinro kansha no hi wa, hibi no kinro o negirau hi desu.	勤労感謝の日は、日々の勤労をねぎらう日です。
Holidays & Events; Christmas	2	Merry Christmas!	Meri Kurisumasu!	メリークリスマス！
Drinks; Food	7	I don't drink alcohol.	Watashi wa o-sake o nomimasen.	私はお酒を飲みません。
Holidays & Events; Year-End Party	2	Let's have a year end party!	Bonen-kai o shimasho!	忘年会をしましょう！
Holidays & Events; New Year	2	To eat a New Year's dish on New Year's day.	oshougatsu ni osechi ryouri wo taberu.	お正月に御節料理を食べる。
People; Vocabulary	6	Adult	otona	大人
People; Vocabulary	3	Artist	atisuto	アーティスト
People; Vocabulary	4	Aunt	oba / o-ba-san	叔母 / 叔母さん
Animals; Vocabulary	3	Bird	tori	鳥
Animals; Vocabulary	3	Bunny / Rabbit	usagi	うさぎ
Animals; Vocabulary	4	Cat	neko	猫
People; Vocabulary	6	Child / Children	kodomo	子供
People; Vocabulary	3	Cousin	itoko	いとこ
People; Vocabulary	4	Daughter	musume / musume-san	娘 / 娘さん
People; Vocabulary	5	Doctor	isha	医者
Animals; Vocabulary	4	Dog	inu	犬
People; Vocabulary	5	Father	chichi / o-to-san	父 / お父さん
Animals; Vocabulary	7	Fish	sakana	魚
People; Vocabulary	4	Grandfather	sofu / o-ji-san	祖父 / お祖父さん
People; Vocabulary	4	Grandmother	sobo / o-ba-san	祖母 / お祖母さん
People; Vocabulary	3	Hair stylist	biyoshi / sutairisuto	美容師 / スタイリスト
People; Vocabulary	3	High school student	kokosei	高校生
People; Vocabulary	4	Husband	otto / go-shujin	夫 / ご主人
People; Vocabulary	3	Junior high student	chugakusei	中学生
People; Vocabulary	6	Man	otoko	男
Animals; Vocabulary	3	Monkey	saru	猿
People; Vocabulary	5	Mother	haha / o-ka-san	母 / お母さん
People; Vocabulary	4	Older brother	ani / ani-san	兄 / 兄さん
People; Vocabulary	4	Older sister	ane / ane-san	姉 / 姉さん
People; Vocabulary	7	Police	keisatsu	警察
People; Vocabulary	2	Producer	purodusa	プロデューサー
People; Vocabulary	5	Senior	shinia	シニア
Animals; Vocabulary	3	Snake	hebi	蛇
People; Vocabulary	4	Son	musuko / musuko-san	息子 / 息子さん
Animals; Vocabulary	3	Turtle	kame	亀
People; Vocabulary	4	Uncle	oji / o-ji-san	叔父 / 叔父さん
People; Vocabulary	8	Vegetarian	bejitarian / saishoku shugi sha	ベジタリアン / 菜食主義者
People; Vocabulary	4	Wife	tsuma / oku-san	妻 / 奥さん
People; Vocabulary	6	Woman	onna	女
People; Vocabulary	4	Younger brother	ototo	弟
People; Vocabulary	4	Younger sister	imoto	妹
Food; Vocabulary	9	Beef bowl	gyudon	牛丼
Food; Vocabulary	9	Beer	biru	ビール
Food; Vocabulary	8	Broth	tsuyu	つゆ
Food; Vocabulary	9	Buckwheat noodles	soba	そば
Food; Vocabulary	7	Candy	ame	飴
Food; Vocabulary	9	Coffee	kohi	コーヒー
Food; Vocabulary	9	Coke	koka kora	コカ・コーラ
Food; Vocabulary	8	Dairy products	nyuseihin	乳製品
Food; Vocabulary	7	Dried seaweed	nori	海苔
Food; Vocabulary	8	Dumplings	dango	団子
Food; Vocabulary	9	Eggs	tamago	卵
Food; Vocabulary	7	Fermented soybeans	natto	納豆
Food; Vocabulary	9	Fish	sakana	魚
Food; Vocabulary	9	Grilled chicken skewers	yakitori	焼き鳥
Food; Vocabulary	8	Hot pot	shabushabu	しゃぶしゃぶ
Food; Vocabulary	9	Iced Coffee	aisu kōhī	アイスコーヒー
Food; Vocabulary	9	Japanese curry	karē raisu	カレーライス
Food; Vocabulary	9	Japanese hamburger steak	hanbāgu	ハンバーグ
Food; Vocabulary	6	Japanese yams	tororo imo	とろろ芋
Food; Vocabulary	8	Ketchup	kechappu	ケチャップ
Food; Vocabulary	8	Mayonnaise	mayonezu	マヨネーズ
Food; Vocabulary	9	Meat	niku	肉
Food; Vocabulary	8	Milk	miruku	ミルク
Food; Vocabulary	8	Miso soup	miso shiru	味噌汁
Food; Vocabulary	7	Mustard	masutado	マスタード
Food; Vocabulary	8	Peanuts	pinattsu	ピーナッツ
Food; Vocabulary	8	Pepper	kosho	胡椒
Food; Vocabulary	6	Pickled plum	umeboshi	梅干し
Food; Vocabulary	7	Pudding	purin	プリン
Food; Vocabulary	9	Ramen noodles	ramen	ラーメン
Food; Vocabulary	9	Rice ball	onigiri	おにぎり
Food; Vocabulary	8	Rice cake	mochi	餅
Food; Vocabulary	8	Salt	shio	塩
Food; Vocabulary	8	Salmon roe	ikura	いくら
Food; Vocabulary	8	Sauce	sosu	ソース
Food; Vocabulary	7	Seaweed	wakame	わかめ
Food; Vocabulary	9	Soy sauce	shoyu	醤油
Food; Vocabulary	7	Sugar candy	ramune	ラムネ
Food; Vocabulary	9	Sushi	sushi	寿司
Food; Vocabulary	7	Sweet bean jelly	yōkan	羊羹
Food; Vocabulary	9	Tea (green)	ryokucha	緑茶
Food; Vocabulary	9	Tea (black)	kocha	紅茶
Food; Vocabulary	9	Tempura	tempura	天ぷら
Food; Vocabulary	8	Tofu	tōfu	豆腐
Food; Vocabulary	10	Water	mizu	水
Places & Things; Vocabulary	7	Address	jusho	住所
Places & Things; Vocabulary	9	Airplane	hikōki	飛行機
Places & Things; Vocabulary	10	Ambulance	kyukyusha	救急車
Places & Things; Vocabulary	8	Bag	kaban	鞄
Places & Things; Vocabulary	9	Bank	ginko	銀行
Places & Things; Vocabulary	10	Bathroom / Toilet	toire / otearai	トイレ / お手洗い
Places & Things; Vocabulary	9	Bus	basu	バス
Places & Things; Vocabulary	10	Bus stop	basu tei	バス停
Places & Things; Vocabulary	8	Cell phone	keitai denwa / keitai	携帯電話 / 携帯
Places & Things; Vocabulary	8	Charger	judenki	充電器
Places & Things; Vocabulary	10	Convenience store	konbini	コンビニ
Places & Things; Vocabulary	7	Dead end	tsukiatari	突き当り
Places & Things; Vocabulary	7	House entrance	genkan	玄関
Places & Things; Vocabulary	8	Internet	intanetto / netto	インターネット / ネット
Places & Things; Vocabulary	8	Internet cafe	netto cafe	ネットカフェ
Places & Things; Vocabulary	7	Kimono	kimono	着物
Places & Things; Vocabulary	7	Kitchen	kitchin	キッチン
Places & Things; Vocabulary	9	Lost and found	wasuremono toriatsukaijo	忘れ物取扱所
Places & Things; Vocabulary	9	Map	chizu	地図
Places & Things; Vocabulary	10	Menu	menyu	メニュー
Places & Things; Vocabulary	10	Passport	pasupoto	パスポート
Places & Things; Vocabulary	9	Pharmacy	yakkyoku	薬局
Places & Things; Vocabulary	8	Police box	koban	交番
Places & Things; Vocabulary	9	Post office	yubinkyoku	郵便局
Places & Things; Vocabulary	8	Power converter	denryoku henkan ki	電力変換器
Places & Things; Vocabulary	4	Radio	rajio	ラジオ
Places & Things; Vocabulary	10	Station	eki	駅
Places & Things; Vocabulary	9	Subway	chikatetsu	地下鉄
Places & Things; Vocabulary	7	Table	teburu	テーブル
Places & Things; Vocabulary	5	Tatami mat	tatami	畳
Places & Things; Vocabulary	10	Taxi	takushii	タクシー
Places & Things; Vocabulary	10	Taxi stand	takushi noriba	タクシー乗り場
Places & Things; Vocabulary	6	Telephone card	tereka	テレカ
Places & Things; Vocabulary	5	Television	terebi	テレビ
Places & Things; Vocabulary	10	Ticket	kippu	切符
Places & Things; Vocabulary	10	Train (electric)	densha	電車
Places & Things; Vocabulary	9	Train (bullet)	shinkansen	新幹線
Places & Things; Vocabulary	7	Umbrella	kasa	傘
Places & Things; Vocabulary	9	Wallet	saifu	財布
Places & Things; Vocabulary	9	WiFi	Wai Fai	ワイファイ
Concepts; Vocabulary	9	Allergy	arerugi	アレルギー
Concepts; Vocabulary	3	Birthday	tanjobi	誕生日
Concepts; Vocabulary	7	Break / Rest	kyukei	休憩
Concepts; Vocabulary	8	Cold (illness)	kaze	風邪
Concepts; Vocabulary	7	Color	iro	色
Concepts; Vocabulary	3	Culture	bunka	文化
Concepts; Vocabulary	5	Day	hi	日
Concepts; Vocabulary	8	Diarrhea	geri	下痢
Concepts; Vocabulary	8	Earthquake	jishin	地震
Concepts; Vocabulary	8	Evacuation	hinan	避難
Concepts; Vocabulary	8	Fever	netsu	熱
Concepts; Vocabulary	9	Fire	kaji	火事
Concepts; Vocabulary	8	Hay fever	kafunsho	花粉症
Concepts; Vocabulary	9	Headache	zutsu	頭痛
Concepts; Vocabulary	5	Holiday / Day off	yasumi	休み
Concepts; Vocabulary	6	Hometown	shusshin	出身
Concepts; Vocabulary	8	Japanese (language)	Nihon-go	日本語
Concepts; Vocabulary	2	Labor	kinrō	勤労
Concepts; Vocabulary	9	Left	hidari	左
Concepts; Vocabulary	9	Lost item	wasuremono	忘れ物
Concepts; Vocabulary	7	Lump sum	ikkatsu	一括
Concepts; Vocabulary	3	Marriage	kekkon	結婚
Concepts; Vocabulary	8	Meaning	imi	意味
Concepts; Vocabulary	9	Medicine	kusuri	薬
Concepts; Vocabulary	6	Model (of a device)	kishu	機種
Concepts; Vocabulary	8	Name	namae	名前
Concepts; Vocabulary	7	Now	ima	今
Concepts; Vocabulary	9	Order	chumon	注文
Concepts; Vocabulary	3	Reading	dokusho	読書
Concepts; Vocabulary	9	Right	migi	右
Concepts; Vocabulary	8	Shopping	kaimono	買い物
Concepts; Vocabulary	7	Time	jikan	時間
Concepts; Vocabulary	7	Today	kyo	今日
Concepts; Vocabulary	7	Tsunami	tsunami	津波
Concepts; Vocabulary	7	Typhoon	taifū	台風
Concepts; Vocabulary	8	What time	nan-ji	何時
Concepts; Vocabulary	10	Yen	en	円
Holidays; Vocabulary	1	Bon Festival	O-bon	お盆
Holidays; Vocabulary	1	Children's Day	Kodomo no Hi	こどもの日
Holidays; Vocabulary	2	Christmas	Kurisumasu	クリスマス
Holidays; Vocabulary	1	Coming of Age Day	Seijin no Hi	成人の日
Holidays; Vocabulary	1	Culture Day	Bunka no hi	文化の日
Holidays; Vocabulary	1	Doll's Festival	Hinamatsuri	ひな祭り
Holidays; Vocabulary	1	Health and Sports Day	Taiiku no hi	体育の日
Holidays; Vocabulary	1	Labor Thanksgiving Day	Kinrō kansha no hi	勤労感謝の日
Holidays; Vocabulary	1	National Foundation Day	Kenkoku kinen no hi	建国記念の日
Holidays; Vocabulary	2	New Year's Day	Gantan	元旦
Holidays; Vocabulary	2	New Year's Eve	Ōmisoka	大晦日
Holidays; Vocabulary	1	Respect for the Aged Day	Keirō no hi	敬老の日
Holidays; Vocabulary	1	Sea Day	Umi no Hi	海の日
Holidays; Vocabulary	1	Setsubun	setsubun	節分
Holidays; Vocabulary	1	Shichi-Go-San Festival	Shichigosan	七五三
Holidays; Vocabulary	1	Star Festival	Tanabata	七夕
Holidays; Vocabulary	1	Valentine's Day	Barentain Dē	バレンタインデー
Holidays; Vocabulary	1	White Day	Howaito Dē	ホワイトデー
Holidays; Vocabulary	2	Year-end party	bōnenkai	忘年会
Verbs; Vocabulary	8	to be / exist (inanimate)	aru / arimasu	ある / あります
Verbs; Vocabulary	7	to be / exist (animate)	iru / imasu	いる / います
Verbs; Vocabulary	8	to buy	kau / kaimasu	買う / 買います
Verbs; Vocabulary	6	to call	yobu / yobimasu	呼ぶ / 呼びます
Verbs; Vocabulary	8	can eat	taberaremasu	食べられます
Verbs; Vocabulary	8	cannot eat	taberaremasen	食べられません
Verbs; Vocabulary	7	to catch (a cold)	hiku / hikimasu	ひく / ひきます
Verbs; Vocabulary	8	to close	shimaru / shimarimasu	閉まる / 閉まります
Verbs; Vocabulary	6	to connect	setsuzoku suru	接続する
Verbs; Vocabulary	8	to contain	haitteiru / haitteimasu	入っている / 入っています
Verbs; Vocabulary	7	to dip / to stick	tsukeru	つける
Verbs; Vocabulary	6	to do	suru / shimasu	する / します
Verbs; Vocabulary	8	to drink	nomu / nomimasu	飲む / 飲みます
Verbs; Vocabulary	7	to dry up	kawaku	乾く
Verbs; Vocabulary	9	to eat	taberu / tabemasu	食べる / 食べます
Verbs; Vocabulary	7	to give a discount	makeru	負ける
Verbs; Vocabulary	6	to hide	kakureru	隠れる
Verbs; Vocabulary	8	to lose	nakusu / nakushimashita	無くす / 無くしました
Verbs; Vocabulary	8	to open	aku / akimasu	開く / 開きます
Verbs; Vocabulary	7	to pour	kakeru	かける
Verbs; Vocabulary	5	to read	yomu / yomimasu	読む / 読みます
Verbs; Vocabulary	7	to say / speak	iu / hanasu	言う / 話す
Verbs; Vocabulary	8	can speak	hanasemasu	話せます
Verbs; Vocabulary	6	to send	okuru / okurimasu	送る / 送ります
Verbs; Vocabulary	7	to take (a picture)	toru / torimasu	撮る / 撮ります
Verbs; Vocabulary	8	to teach / tell	oshieru / oshiemasu	教える / 教えます
Verbs; Vocabulary	7	to get tired	tsukareru	疲れる
Verbs; Vocabulary	9	to turn	magaru / magarimasu	曲がる / 曲がります
Verbs; Vocabulary	9	to understand	wakaru / wakarimasu	分かる / 分かります
Verbs; Vocabulary	8	to want to change	kaetai	替えたい
Verbs; Vocabulary	7	to want to rent	karitai	借りたい
Verbs; Vocabulary	7	to write	kaku / kakimasu	書く / 書きます
Adjectives; Vocabulary	6	Amazing / Great	sugoi	すごい
Adjectives; Vocabulary	6	Beautiful	utsukushii	美しい
Adjectives; Vocabulary	8	Big / Large	okii	大きい
Adjectives; Vocabulary	8	Cheap	yasui	安い
Adjectives; Vocabulary	8	Cold (weather)	samui	寒い
Adjectives; Vocabulary	6	Convenient	benri	便利
Adjectives; Vocabulary	6	Cute	kawaii	かわいい
Adjectives; Vocabulary	3	Delicate	sensai	繊細
Adjectives; Vocabulary	8	Delicious	oishii	おいしい
Adjectives; Vocabulary	8	(It was) delicious	oishikatta	美味しかった
Adjectives; Vocabulary	8	Dislike	kirai	嫌い
Adjectives; Vocabulary	8	Wrong / Different	chigaimasu	違います
Adjectives; Vocabulary	8	Expensive / High	takai	高い
Adjectives; Vocabulary	7	Fast / Quick	hayai	速い
Adjectives; Vocabulary	6	Healthy / Energetic	genki	元気
Adjectives; Vocabulary	8	Hot (weather)	atsui	暑い
Adjectives; Vocabulary	8	Itchy	kayui	痒い
Adjectives; Vocabulary	7	Late / Slow	osoi	遅い
Adjectives; Vocabulary	8	Like	suki	好き
Adjectives; Vocabulary	8	Painful / Hurt	itai	痛い
Adjectives; Vocabulary	8	Small	chiisai	小さい
Adjectives; Vocabulary	8	Want	hoshii	欲しい
Other; Vocabulary	8	Again / More	mo	もう
Other; Vocabulary	7	Also / Too	mo	も
Other; Vocabulary	7	And	to	と
Other; Vocabulary	8	Before / Front	mae	前
Other; Vocabulary	7	From	kara	から
Other; Vocabulary	9	Here	koko	ここ
Other; Vocabulary	8	How	do / dōyatte	どう / どうやって
Other; Vocabulary	10	How much	ikura	いくら
Other; Vocabulary	7	Lump sum	ikkatsu	一括
Other; Vocabulary	8	More	motto	もっと
Other; Vocabulary	8	Near / Nearby	chikaku	近く
Other; Vocabulary	6	Or	aruiwa	あるいは
Other; Vocabulary	7	Please (go ahead)	dozo	どうぞ
Other; Vocabulary	8	Separately	betsu-betsu	別々
Other; Vocabulary	9	Slowly	yukkuri	ゆっくり
Other; Vocabulary	9	Straight	massugu	まっすぐ
Other; Vocabulary	10	That	sore	それ
Other; Vocabulary	7	Then (casual)	ja / dewa	じゃ / では
Other; Vocabulary	10	This	kore	これ
Other; Vocabulary	7	Together	issho ni	一緒に
Other; Vocabulary	8	Under / Below	shita	下
Other; Vocabulary	9	What	nani / nan	何
Other; Vocabulary	10	Where	doko	どこ
Other; Vocabulary	9	Which	dono / dochira	どの / どちら
Other; Vocabulary	9	Without	nuki	抜き
Exclamations; Vocabulary	6	Hello (on phone)	moshi moshi	もしもし
Exclamations; Vocabulary	4	Oh my! (female)	Ara ma!	あらまあ！
Exclamations; Vocabulary	4	Wow! / Holy! (male)	Sugee!	すげえ！
Exclamations; Vocabulary	8	Sorry (casual)	Gomen / Gomen ne	ごめん / ごめんね
